cod 	 tweetsemente 	 tweet 	 hashtag 	 seq-cx-alta 	 spcner_nome 	 spcner_local
363 	 Apresentei emenda à PEC 3/21 (PEC DA IMPUNIDADE) incluindo os crimes contra a Administração Pública como corrupção passiva e peculato como passíveis de prisão em flagrante de parlamentares. Precisamos de 171 assinaturas de deputados para que a emenda seja apreciada pelo Plenário. https://t.co/JDFbD6dXq0 	 @marcelvanhattem Quando vemos figuras como Aécio Neves, o deputado “dólar na cueca”, a Magda Moffada dos 50 processos, dentre a maioria de 364 vassalos de rabo preso, sinto por ter que lhe desencorajar prezado Van Hattem, mas só através de um milagre conseguirás 171 assinaturas!! 	 0 	 0 	 1 	 1
364 	 Apresentei emenda à PEC 3/21 (PEC DA IMPUNIDADE) incluindo os crimes contra a Administração Pública como corrupção passiva e peculato como passíveis de prisão em flagrante de parlamentares. Precisamos de 171 assinaturas de deputados para que a emenda seja apreciada pelo Plenário. https://t.co/JDFbD6dXq0 	 @marcelvanhattem Marcel, corra, faça sua parte, a impunidade ao legislativo não pode ser aprovada de forma tão vergonhosa, legislar em causa própria e isentando o poder legislativo de ser punido pelos seus crimes. Isso é um absurdo, os brasileiros não aceitam mais a impunidade. Fora deputados 	 0 	 0 	 0 	 1
365 	 Apresentei emenda à PEC 3/21 (PEC DA IMPUNIDADE) incluindo os crimes contra a Administração Pública como corrupção passiva e peculato como passíveis de prisão em flagrante de parlamentares. Precisamos de 171 assinaturas de deputados para que a emenda seja apreciada pelo Plenário. https://t.co/JDFbD6dXq0 	 @marcelvanhattem Como diz o Deputado @KimKataguiri , PEC Flavio Bolsonaro. @marcelvanhattem , infelizmente você e a bancada do @novonacamara são muito passivos com esta tragédia que é o governo do #capitaocloroquina . Este é apenas mais um ato deste réquiem. 	 1 	 0 	 1 	 1
366 	 Estou trabalhando incansavelmente para modificar o texto absurdo da PEC 3/2021, apresentado hoje na @camaradeputados. É a PEC DA IMPUNIDADE, que não pode ser votada na noite de hoje! https://t.co/R96nVNflP5 	 @marcelvanhattem @camaradeputados Depois do que aconteceu com Daniel... é como diz o ditado o brasileiro só fecha a porta depois que é roubado. agora vc num tava defendendo Daniel devia tá apoiando a PEC se tivesse em vigor Daniel Silveira estaria livre. 	 0 	 0 	 1 	 0
367 	 Estou trabalhando incansavelmente para modificar o texto absurdo da PEC 3/2021, apresentado hoje na @camaradeputados. É a PEC DA IMPUNIDADE, que não pode ser votada na noite de hoje! https://t.co/R96nVNflP5 	 @marcelvanhattem @camaradeputados Quem diria né... Bolsonaristas, petistas e os corruptos indo a favor da corrupção. Você tem culpa por n ter sido oposição deste governo a partir do momento q começou com essa palhaçada 	 0 	 0 	 0 	 1
368 	 Estou trabalhando incansavelmente para modificar o texto absurdo da PEC 3/2021, apresentado hoje na @camaradeputados. É a PEC DA IMPUNIDADE, que não pode ser votada na noite de hoje! https://t.co/R96nVNflP5 	 @marcelvanhattem @camaradeputados #PecDaImunidade terá impactos absurdos na oxigenação da imunidade parlamentar e no arrefecimento do combate à corrupção. Parabéns à bancada do @partidonovo30 que se posicionou contra. #PecDaImpunidadeNao @camaradeputados 	 1 	 0 	 1 	 1
369 	 Estou trabalhando incansavelmente para modificar o texto absurdo da PEC 3/2021, apresentado hoje na @camaradeputados. É a PEC DA IMPUNIDADE, que não pode ser votada na noite de hoje! https://t.co/R96nVNflP5 	 @marcelvanhattem @camaradeputados Caro deputado Lira  250 mil mortes por Covid-19 e escassez d vacinas p salvar outros milhares;14 milhões d desempregados;inflação alta;privilégios nas estatais;reformas emperradas;economia abalada e o Sr pauta a PEC da impunidade p livrar deputados e senadores corruptos do juízo? 	 0 	 0 	 0 	 1
370 	 Estou trabalhando incansavelmente para modificar o texto absurdo da PEC 3/2021, apresentado hoje na @camaradeputados. É a PEC DA IMPUNIDADE, que não pode ser votada na noite de hoje! https://t.co/R96nVNflP5 	 @marcelvanhattem @camaradeputados Dep. Marcel Van Hattem, eu admiro seu trabalho, mas confesso que na última eleição para presidir a Câmara dos dep. eu achei desnecessária sua candidatura, pois você disse: " votar nos candidatos disponíveis seria MAIS DO MESMO". Peço perdão por não haver compreendido.Tinha razão. 	 0 	 1 	 1 	 1
371 	 Confirmado! PEC da Imunidade é retirada do plenário e será criada comissão especial para tratar do tema. Obrigado a todos pelo apoio nos últimos três dias de fortes batalhas para evitar que um tema importante se transformasse em defesa da impunidade! https://t.co/pPj0w0Deis 	 @marcelvanhattem Mas peraí: Cadê,então,PEC da bengala p retornar aos 70 anos? Cadê os 9 pedidos de impeachment de Gilmar Mendes? Cadê a PEC 35/2015, que acaba com a excrescência de vitaliciedade e serão apenas 10 anos. E falta acrescentar:  "...e sem qq tipo de aposentadoria por conta da União." 	 0 	 0 	 1 	 1
372 	 Confirmado! PEC da Imunidade é retirada do plenário e será criada comissão especial para tratar do tema. Obrigado a todos pelo apoio nos últimos três dias de fortes batalhas para evitar que um tema importante se transformasse em defesa da impunidade! https://t.co/pPj0w0Deis 	 @marcelvanhattem Obrigado a vocês aí deputados que tem ética e vergonha na cara de não deixar a PEC da impunidade ser aprovada,PEC vergonhosa,IMORAL que retrocedera o Brasil no combate a CORRUPÇÃO. Parabéns a todos homens de bem deste país. 👍🇧🇷🇧🇷 	 0 	 1 	 0 	 1
373 	 Confirmado! PEC da Imunidade é retirada do plenário e será criada comissão especial para tratar do tema. Obrigado a todos pelo apoio nos últimos três dias de fortes batalhas para evitar que um tema importante se transformasse em defesa da impunidade! https://t.co/pPj0w0Deis 	 @marcelvanhattem A câmara deveria ter rejeitado a prisão de Daniel Silveira e aprovado uma moção de repúdio à atitude ditatorial de Alexandre de Moraes. Isso garantiria imunidade parlamentar, não precisamos de PEC. Abriram precedente pra qualquer deputado ser preso e agora querem correr atrás. 	 0 	 0 	 1 	 1
374 	 Confirmado! PEC da Imunidade é retirada do plenário e será criada comissão especial para tratar do tema. Obrigado a todos pelo apoio nos últimos três dias de fortes batalhas para evitar que um tema importante se transformasse em defesa da impunidade! https://t.co/pPj0w0Deis 	 @marcelvanhattem Felizmente ainda existe alguns poucos deputados como vc nesse CN. Proponha a votação da pec da prisão após 2a instância e do fim do foro privilegiado. A imunidade parlamentar esta claramente protegida na CRFB. N temos culpa se a CÂMARA se acovardou diante da ilegalidade  togada. 	 0 	 1 	 0 	 1
375 	 Confirmado! PEC da Imunidade é retirada do plenário e será criada comissão especial para tratar do tema. Obrigado a todos pelo apoio nos últimos três dias de fortes batalhas para evitar que um tema importante se transformasse em defesa da impunidade! https://t.co/pPj0w0Deis 	 @marcelvanhattem Fiquei chocado com a rapidez da câmara, quando se trata de aprovar materia para aumentar a impunidade e os privilégios, é só copiar os nomes dos apressadinhos, e teremos a lista de quem não não deveria estar lá. 	 0 	 0 	 0 	 0
376 	 Mas alguém é contra aumentar imposto dos bancos para financiar a volta do auxílio emergencial? Banqueiro e filho de banqueiro não conta!!! 	 @marcofeliciano Tempo de publicar coisa todo 🌎 acha mais ajudar uma pessoa,é fácil ,ignorar a dor de 1 mulher e 2 filhos pequenos com medo de ficarem órfã de pai ,triste #brasildemerda já deixaram meu pai morrer no mesmo hospital esperando pela cirurgia ,agora meu amigo irmão @jairbolsonaro https://t.co/3Q0WDMMm0n 	 1 	 0 	 0 	 0
377 	 Mas alguém é contra aumentar imposto dos bancos para financiar a volta do auxílio emergencial? Banqueiro e filho de banqueiro não conta!!! 	 @marcofeliciano O que o Brasil precisa é um sistema bancário que ofereca juros selic  2% ao ano para qualquer um empreender. Reduzir esse spread avassalador. Infelizmente politico so pensa em imposto e nao em melhorar a eficiencia. 	 0 	 0 	 0 	 1
378 	 Mas alguém é contra aumentar imposto dos bancos para financiar a volta do auxílio emergencial? Banqueiro e filho de banqueiro não conta!!! 	 @marcofeliciano MELHOR VENDER OS IMÓVEIS  ENCALHADOS DA UNIÃO, FAZER AS REFORMAS E PRIVATIZAÇÕES QUE A GRANA APERECE. SOU CONTRA QUALQUER AUMENTO DE IMPOSTOS SOBRE QUALQUER SETOR, AINDA MAIS QUE  OS BANCOS VÃO REPASSAR ESSA MERDA PRO POVO EM FORMA DE TAXAS 	 0 	 1 	 0 	 0
379 	 Mas alguém é contra aumentar imposto dos bancos para financiar a volta do auxílio emergencial? Banqueiro e filho de banqueiro não conta!!! 	 @marcofeliciano Se você pensar que os bancos vão repassar esse imposto para os clientes que precisarão de financiamento para manter seu negócio aberto e os empregos dos funcionários: SOU CONTRA TODO AUMENTO DE IMPOSTOS, independente de para quem seja. 	 0 	 1 	 0 	 0
380 	 Mas alguém é contra aumentar imposto dos bancos para financiar a volta do auxílio emergencial? Banqueiro e filho de banqueiro não conta!!! 	 @marcofeliciano Os grandes empresários estão pouco se lixando para aumento de impostos, até pq será destinado ao consumidor final, q somos nós. Parece q o deputado se proficionalisou na política, já subiu de clero? Q tal reduzir as despesas pública, diminuindo também a alta carga tributária? 	 0 	 0 	 0 	 0
381 	 Ministro @LRobertoBarroso, com a data máxima vênia, sua visão política da Venezuela é no mínimo míope! Dizer q o governo deles  é de direita é o mesmo q dizer q V.Exma. é um conservantista tradicional. Se o q diz fosse verdade pq os partidos de esquerda brasileiros apoiam Maduro? 	 @marcofeliciano @LRobertoBarroso Como um cara desse pode cuidar de uma corte que fala que a urna é segura? Só para deixar claro que o povo quer voto impresso sim, quem paga seu salário somos nós se você quiser mude para Venezuela que lá está do jeito que você quer e o mundo todo vê e percebe 	 0 	 0 	 1 	 1
382 	 Ministro @LRobertoBarroso, com a data máxima vênia, sua visão política da Venezuela é no mínimo míope! Dizer q o governo deles  é de direita é o mesmo q dizer q V.Exma. é um conservantista tradicional. Se o q diz fosse verdade pq os partidos de esquerda brasileiros apoiam Maduro? 	 @marcofeliciano @LRobertoBarroso Gente, nos da direita estamos tão fanáticos que nem entendemos quando uma pessoa faz uma sátira com a esquerda! Ele estava criticando Maduro entenderam?   Né @LRobertoBarroso fala aí pra galera. 🤡 	 0 	 0 	 1 	 1
383 	 Ministro @LRobertoBarroso, com a data máxima vênia, sua visão política da Venezuela é no mínimo míope! Dizer q o governo deles  é de direita é o mesmo q dizer q V.Exma. é um conservantista tradicional. Se o q diz fosse verdade pq os partidos de esquerda brasileiros apoiam Maduro? 	 @marcofeliciano @LRobertoBarroso Esse ministro do STF gosta de polêmitizar e chamar atenção e holofotes, ele tem juízo e sabe que Venezuela e um regime ditatorial que ele visite Venezuela e como vive um venezuelano em sua pátria, diferente da ditadura do STF que comem do bem e do melhor pago pelo povo brasileiro 	 0 	 0 	 0 	 1
384 	 Ministro @LRobertoBarroso, com a data máxima vênia, sua visão política da Venezuela é no mínimo míope! Dizer q o governo deles  é de direita é o mesmo q dizer q V.Exma. é um conservantista tradicional. Se o q diz fosse verdade pq os partidos de esquerda brasileiros apoiam Maduro? 	 @marcofeliciano @LRobertoBarroso Humilhação para líderes ocidentais? China, Rússia e Índia buscam aumentar influência com vacinas. https://t.co/DNIsO5umM9   Enquanto as vacinas contra o novo coronavírus são um produto escasso e em alta demanda no mundo todo, os países capazes de produzir as suas próprias doses. 	 0 	 0 	 1 	 1
385 	 Ministro @LRobertoBarroso, com a data máxima vênia, sua visão política da Venezuela é no mínimo míope! Dizer q o governo deles  é de direita é o mesmo q dizer q V.Exma. é um conservantista tradicional. Se o q diz fosse verdade pq os partidos de esquerda brasileiros apoiam Maduro? 	 @marcofeliciano @LRobertoBarroso Pow mas você tá tentando argumentar logicamente com ele, com argumentos pautados pela realidade, estás louco? Está claro que todo raciocínio dele não é pautado pelo que vê mas pelo que gostaria que fosse. 	 0 	 0 	 1 	 0
386 	 Não me assusto com a perda de valor da Petrobras. Pura especulação. Em 15 dias tudo normaliza. Mas bom mesmo era privatizarmos tudo! Pois a esquerda sempre pode voltar... 	 @marcofeliciano Essa perda da Petrobrás é somente virtual no chamado valor de mercado, o dinheiro de fato não saiu do cofre da empresa. Em breve quando a nova administração trouxer resultados positivos a recuperação vai compensar as perdas e quem comprar ações agora terá lucros depois! 	 0 	 0 	 0 	 0
387 	 Não me assusto com a perda de valor da Petrobras. Pura especulação. Em 15 dias tudo normaliza. Mas bom mesmo era privatizarmos tudo! Pois a esquerda sempre pode voltar... 	 @marcofeliciano mercado é oportunista, sabe que é uma boa empresa, sabe que não tem roubo hj, sabe que não vai congelar preço nem nada, só mesmo pra tubarão comprar mais, agora o PR. de boca fechada é melhor, poderia até rocar o cara, mas não precisa fazer como fez, fez feio, e sou governo. 	 0 	 0 	 0 	 1
388 	 Não me assusto com a perda de valor da Petrobras. Pura especulação. Em 15 dias tudo normaliza. Mas bom mesmo era privatizarmos tudo! Pois a esquerda sempre pode voltar... 	 @marcofeliciano Antes de privatizar a Petrobrás poderia prender os políticos corruptos desse país e fazer uma renovação . So vejo mais do mesmo, um sujo falando da carniça! Vergonha, um dia olhei para você com outros olhos, @marcofeliciano és uma decepção! 	 0 	 0 	 1 	 0
389 	 Não me assusto com a perda de valor da Petrobras. Pura especulação. Em 15 dias tudo normaliza. Mas bom mesmo era privatizarmos tudo! Pois a esquerda sempre pode voltar... 	 @marcofeliciano Acho ótimo privatizar! Assim se blinda a empresa contra o autoritarismo de bozonaros e Lula moluscos. sem interferência. Mas é bom lembrar que os aumentos aconteceriam com toda força, para tornar está uma das empresa mais lucrativas do planeta, já que somos refém do seu monopólio 	 0 	 0 	 1 	 0
390 	 Não me assusto com a perda de valor da Petrobras. Pura especulação. Em 15 dias tudo normaliza. Mas bom mesmo era privatizarmos tudo! Pois a esquerda sempre pode voltar... 	 @marcofeliciano Legal! Daqui a pouco estamos pagando para alguem levar os barris produzidos pq vai ter para quem vender,enquanto vcs tremem pela volta da esquerda a direita afunda o resto que sobrou  e a esquerda fortalece 	 0 	 0 	 0 	 0
391 	 Que tipo de procurador é esse que tenta impedir um Presidente da República de andar entre o seu povo em um momento difícil como este??? Por que tentam parar o Brasil a qualquer custo ??!! https://t.co/ZHbHAtTtfq 	 @marcofeliciano Que tipo de presidente é este que insista aglomeração e chama o próprio povo de covarde ! Ignora e desdenha do uso de máscara , faz propaganda de remédio ineficaz , e demorar 8 meses pra comprar vacina que dizia que não compraria nem a pau ? 	 0 	 0 	 0 	 1
392 	 Que tipo de procurador é esse que tenta impedir um Presidente da República de andar entre o seu povo em um momento difícil como este??? Por que tentam parar o Brasil a qualquer custo ??!! https://t.co/ZHbHAtTtfq 	 @marcofeliciano Deixem eles tentar derrubar nosso Presidente .... O que está a frente dele" Deus" é maior que qualquer ardil de Satanás.... Toda ferramenta preparada contra nosso Presidente não prosperará .... Oremos pelo nosso Presidente e pelo nosso país 🙏🔥🔥🔥 Fogo no capiroto 🤭 https://t.co/RamugeaZy9 	 0 	 0 	 1 	 1
